Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
I am hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm craving a snack	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I am so hungry I could eat a horse	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I am starving	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I am super hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I am very hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I could eat	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I could eat a bear	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I am hangry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
My tummy is rumbling	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm very hunger	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I've got the munchies	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
Me hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
Me want food	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
My stomach is growling	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm a bit peckish	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
My tummy is growling	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
Need food	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
Need food now	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
Need noms	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
Nom nom nom	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
Want food now	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
So hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm craving food	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm feeling a little hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm feeling hangry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm feeling hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm super hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm hangry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm starving to death	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm hungry af	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm peckish	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm so hungry I could eat a bear	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm so hungry I could eat a horse	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm a little hungry	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm feeling peckish	Sounds like it's time for a snack.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	109	
I'm a Socialist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a soccer fan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am underweight	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Libertarian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a journalist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am American	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a child	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm an educator	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a pagan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Italian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am on a boat	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am engaged	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am lazy	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am liberal	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am married	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Mexican	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am middle-aged	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Latina	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am old	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Korean	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am on a business trip	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am on the road	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am overweight	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am pregnant	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am religious	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Russian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am self-employed	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Native American	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am in Seattle	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Ethiopian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am fat	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am French	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am German	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am handsome	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Latino	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am in a relationship	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am shy	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am in the city	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am in the country	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Indian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Irish	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Italian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Japanese	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Jewish	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Hispanic	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a boxer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have the flu	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Baby Boomer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a bartender	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a baseball fan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a basketball fan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Bernie supporter	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am sexy	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a blogger	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have brothers	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a boy	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a bro	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Buddhist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Capitalist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a carnivore	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a cat person	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a bartender	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Biden supporter	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am white	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am doing that	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am sick	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am single	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am skinny	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am strong	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am tall	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have sisters	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am weak	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have duel citizenship	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am young	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have a big family	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have a brother	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have a cold	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have a fever	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I have a sister	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am short	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Vietnamese	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a muslim	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am English	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Hoosier	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a lawyer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a liberal	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a game designer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a librarian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Democrat	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a pagan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Pisces	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Republican	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a salesman	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a scientist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a soccer fan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Socialist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Libra	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a chef	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a baseball fan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a basketball fan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Bernie supporter	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Biden supporter	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a blogger	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Buddhist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a hindu	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a carnivore	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a teacher	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a child of god	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Christian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Communist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a conservative	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a cook	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a cop	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a CPA	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Capitalist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am bipolar	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an engineer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an extrovert	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an immigrant	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an Independent	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an introvert	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an only child	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a student	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am bald	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an artist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am black	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Canadian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am Chinese	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am competitive	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am conservative	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am cute	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am divorced	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am athletic	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a writer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a child of god	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a tech journalist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a tech worker	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a teenager	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Trump supporter	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a vegan	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a vegetarian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an educator	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Warren supporter	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an atheist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am African American	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an activist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an agnostic	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an Aquarius	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am an Aries	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Taurus	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I am a Virgo	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm in a relationship	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm black	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Gen Y	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Gen Z	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm German	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm going to do that	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm handsome	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm gangsta	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Hispanic	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm from there	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm in Seattle	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm in the city	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm in the country	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Indian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Irish	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Japanese	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm hindu	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm cute	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a chef	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm blonde	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm brunette	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Canadian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Chinese	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm competitive	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm gay	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm currently travelling	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Latina	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm divorced	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm doing that	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm engaged	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm English	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Ethiopian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm fat	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm French	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm conservative	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm the king	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm short	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm shy	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm sick	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm single	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm skinny	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm strong	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Jewish	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm the best	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Russian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm the queen	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm thick	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm underweight	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Vietnamese	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm weak	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm white	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm young	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm tall	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm old	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm bisexual	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Latino	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm lazy	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm liberal	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm married	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Mexican	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm middle-aged	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm sexy	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Native American	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm self-employed	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm on a boat	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm on a business trip	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm on the road	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm overweight	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm pregnant	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm religious	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm Korean	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm muslim	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Pisces	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm blond	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a liberal	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Libertarian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Libra	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a librarian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a man	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a journalist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Hoosier	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a redhead	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Republican	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a robot	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a salesman	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a scientist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a millennial	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a diver	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Christian	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Communist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a conservative	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a cook	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a cop	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a CPA	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a lawyer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a dime	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Taurus	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a dog person	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a fighter	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a game designer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a gangster	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a genius	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a girl	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a golfer	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a Democrat	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm an immigrant	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm an Aquarius	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm an Aries	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm an artist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm an astronaut	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm an atheist	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
I'm a student	Okay.	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	110	
